txn_dt,menu_article,units_moved,batch_yield,unit_cost_rm,markdown_rate,meteo,calendar_dow
2026-03-26,Carrot Cake,29,33,16.0,0,Sunny,Thursday
2026-03-27,Carrot Cake,31,37,16.0,0,Cloudy,Friday
2026-03-28,Carrot Cake,39,47,16.0,0,Sunny,Saturday
2026-03-29,Carrot Cake,32,37,16.0,0,Cloudy,Sunday
2026-04-02,Carrot Cake,20,24,16.0,0,Cloudy,Thursday
2026-04-03,Carrot Cake,30,33,16.0,0,Rainy,Friday
2026-04-04,Carrot Cake,41,49,16.0,0,Sunny,Saturday
2026-04-05,Carrot Cake,31,38,16.0,0,Rainy,Sunday
2026-04-09,Carrot Cake,23,26,16.0,0,Sunny,Thursday
2026-04-10,Carrot Cake,27,32,16.0,0,Sunny,Friday
2026-04-11,Carrot Cake,32,37,16.0,0,Sunny,Saturday
2026-04-12,Carrot Cake,31,36,16.0,0,Cloudy,Sunday
2026-04-16,Carrot Cake,23,26,16.0,0,Sunny,Thursday
2026-04-17,Carrot Cake,30,36,16.0,0,Sunny,Friday
2026-04-18,Carrot Cake,39,46,16.0,0,Cloudy,Saturday
2026-04-19,Carrot Cake,37,40,16.0,0,Cloudy,Sunday
2026-04-23,Carrot Cake,24,27,16.0,0,Sunny,Thursday
2026-04-24,Carrot Cake,34,41,16.0,0,Cloudy,Friday
2026-04-25,Carrot Cake,50,58,16.0,0,Sunny,Saturday
2026-04-26,Carrot Cake,39,46,16.0,0,Sunny,Sunday
2026-04-30,Carrot Cake,20,23,16.0,0,Sunny,Thursday
2026-05-01,Carrot Cake,33,38,16.0,10,Rainy,Friday
2026-05-02,Carrot Cake,51,59,16.0,0,Sunny,Saturday
2026-05-03,Carrot Cake,40,47,16.0,0,Rainy,Sunday
2026-05-07,Carrot Cake,31,36,16.0,0,Sunny,Thursday
2026-05-08,Carrot Cake,28,32,16.0,0,Sunny,Friday
2026-05-09,Carrot Cake,42,49,16.0,0,Cloudy,Saturday
2026-05-10,Carrot Cake,56,66,16.0,0,Sunny,Sunday
2026-05-14,Carrot Cake,22,25,16.0,0,Rainy,Thursday
2026-05-15,Carrot Cake,26,30,16.0,0,Sunny,Friday
2026-05-16,Carrot Cake,37,44,16.0,0,Sunny,Saturday
2026-05-17,Carrot Cake,40,48,16.0,0,Sunny,Sunday
2025-01-02,Butter Croissant,32,38,8.0,0,Sunny,Thursday
2025-01-03,Butter Croissant,49,54,8.0,0,Sunny,Friday
2025-01-04,Butter Croissant,58,68,8.0,0,Rainy,Saturday
2025-01-05,Butter Croissant,45,55,8.0,0,Sunny,Sunday
2025-01-09,Butter Croissant,44,50,8.0,15,Sunny,Thursday
2025-01-10,Butter Croissant,31,35,8.0,0,Rainy,Friday
2025-01-11,Butter Croissant,56,64,8.0,0,Sunny,Saturday
2025-01-12,Butter Croissant,49,57,8.0,0,Rainy,Sunday
2025-01-16,Butter Croissant,31,35,8.0,0,Cloudy,Thursday
2025-01-17,Butter Croissant,42,49,8.0,0,Cloudy,Friday
2025-01-18,Butter Croissant,55,64,8.0,0,Sunny,Saturday
2025-01-19,Butter Croissant,55,63,8.0,0,Sunny,Sunday
2025-01-23,Butter Croissant,43,52,8.0,15,Sunny,Thursday
2025-01-24,Butter Croissant,48,57,8.0,0,Rainy,Friday
2025-01-25,Butter Croissant,68,77,8.0,0,Sunny,Saturday
2025-01-26,Butter Croissant,51,59,8.0,0,Sunny,Sunday
2025-01-30,Butter Croissant,49,57,8.0,0,Cloudy,Thursday
2025-01-31,Butter Croissant,53,63,8.0,0,Sunny,Friday
2025-02-01,Butter Croissant,78,87,8.0,20,Cloudy,Saturday
2025-02-02,Butter Croissant,56,65,8.0,0,Rainy,Sunday
2025-02-06,Butter Croissant,41,48,8.0,0,Sunny,Thursday
2025-02-07,Butter Croissant,54,65,8.0,0,Sunny,Friday
2025-02-08,Butter Croissant,55,65,8.0,0,Sunny,Saturday
2025-02-09,Butter Croissant,41,47,8.0,0,Cloudy,Sunday
2025-02-13,Butter Croissant,45,50,8.0,0,Sunny,Thursday
2025-02-14,Butter Croissant,77,91,8.0,0,Rainy,Friday
2025-02-15,Butter Croissant,81,90,8.0,0,Sunny,Saturday
2025-02-16,Butter Croissant,62,72,8.0,0,Sunny,Sunday
2025-02-20,Butter Croissant,39,46,8.0,0,Sunny,Thursday
2025-02-21,Butter Croissant,52,58,8.0,15,Cloudy,Friday
2025-02-22,Butter Croissant,53,62,8.0,0,Rainy,Saturday
2025-02-23,Butter Croissant,50,56,8.0,0,Cloudy,Sunday
2025-02-27,Butter Croissant,32,37,8.0,0,Cloudy,Thursday
2025-02-28,Butter Croissant,49,57,8.0,0,Sunny,Friday
2025-03-01,Butter Croissant,70,81,8.0,0,Sunny,Saturday
2025-03-02,Butter Croissant,63,70,8.0,0,Sunny,Sunday
2025-03-06,Butter Croissant,35,42,8.0,0,Cloudy,Thursday
2025-03-07,Butter Croissant,47,57,8.0,0,Sunny,Friday
2025-03-08,Butter Croissant,64,78,8.0,0,Sunny,Saturday
2025-03-09,Butter Croissant,51,57,8.0,0,Sunny,Sunday
2025-03-13,Butter Croissant,37,43,8.0,10,Rainy,Thursday
2025-03-14,Butter Croissant,49,59,8.0,10,Sunny,Friday
2025-03-15,Butter Croissant,60,71,8.0,0,Sunny,Saturday
2025-03-16,Butter Croissant,45,51,8.0,0,Sunny,Sunday
2025-03-20,Butter Croissant,32,37,8.0,0,Sunny,Thursday
2025-03-21,Butter Croissant,47,56,8.0,0,Sunny,Friday
2025-03-22,Butter Croissant,58,69,8.0,0,Cloudy,Saturday
2025-03-23,Butter Croissant,78,93,8.0,20,Cloudy,Sunday
2025-03-27,Butter Croissant,39,43,8.0,0,Rainy,Thursday
2025-03-28,Butter Croissant,47,51,8.0,0,Sunny,Friday
2025-03-29,Butter Croissant,85,94,8.0,0,Sunny,Saturday
2025-03-30,Butter Croissant,55,64,8.0,0,Rainy,Sunday
2025-04-03,Butter Croissant,45,52,8.0,0,Sunny,Thursday
2025-04-04,Butter Croissant,53,63,8.0,0,Sunny,Friday
2025-04-05,Butter Croissant,53,64,8.0,0,Sunny,Saturday
2025-04-06,Butter Croissant,44,53,8.0,0,Cloudy,Sunday
2025-04-10,Butter Croissant,34,38,8.0,10,Rainy,Thursday
2025-04-11,Butter Croissant,49,59,8.0,0,Sunny,Friday
2025-04-12,Butter Croissant,72,85,8.0,0,Sunny,Saturday
2025-04-13,Butter Croissant,51,61,8.0,0,Cloudy,Sunday
2025-04-17,Butter Croissant,29,35,8.0,0,Cloudy,Thursday
2025-04-18,Butter Croissant,44,49,8.0,0,Cloudy,Friday
2025-04-19,Butter Croissant,60,71,8.0,0,Cloudy,Saturday
2025-04-20,Butter Croissant,63,71,8.0,0,Sunny,Sunday
2025-04-24,Butter Croissant,39,43,8.0,0,Rainy,Thursday
2025-04-25,Butter Croissant,48,55,8.0,0,Cloudy,Friday
2025-04-26,Butter Croissant,70,78,8.0,0,Sunny,Saturday
2025-04-27,Butter Croissant,60,69,8.0,0,Rainy,Sunday
2025-05-01,Butter Croissant,53,64,8.0,0,Sunny,Thursday
2025-05-02,Butter Croissant,53,65,8.0,0,Sunny,Friday
2025-05-03,Butter Croissant,75,85,8.0,25,Cloudy,Saturday
2025-05-04,Butter Croissant,52,63,8.0,0,Sunny,Sunday
2025-05-08,Butter Croissant,54,61,8.0,25,Sunny,Thursday
2025-05-09,Butter Croissant,43,52,8.0,0,Sunny,Friday
2025-05-10,Butter Croissant,64,78,8.0,0,Sunny,Saturday
2025-05-11,Butter Croissant,70,78,8.0,0,Cloudy,Sunday
2025-05-15,Butter Croissant,34,39,8.0,0,Sunny,Thursday
2025-05-16,Butter Croissant,51,57,8.0,0,Sunny,Friday
2025-05-17,Butter Croissant,62,71,8.0,0,Cloudy,Saturday
2025-05-18,Butter Croissant,80,90,8.0,15,Cloudy,Sunday
2025-05-22,Butter Croissant,47,55,8.0,0,Sunny,Thursday
2025-05-23,Butter Croissant,45,53,8.0,0,Rainy,Friday
2025-05-24,Butter Croissant,62,76,8.0,0,Cloudy,Saturday
2025-05-25,Butter Croissant,60,71,8.0,0,Rainy,Sunday
2025-05-29,Butter Croissant,51,62,8.0,20,Sunny,Thursday
2025-05-30,Butter Croissant,37,42,8.0,0,Sunny,Friday
2025-05-31,Butter Croissant,76,86,8.0,15,Sunny,Saturday
2025-06-01,Butter Croissant,68,79,8.0,0,Cloudy,Sunday
2025-06-05,Butter Croissant,46,52,8.0,0,Rainy,Thursday
2025-06-06,Butter Croissant,54,60,8.0,0,Sunny,Friday
2025-06-07,Butter Croissant,53,60,8.0,0,Cloudy,Saturday
2025-06-08,Butter Croissant,51,58,8.0,0,Rainy,Sunday
2025-06-12,Butter Croissant,43,52,8.0,10,Cloudy,Thursday
2025-06-13,Butter Croissant,54,66,8.0,0,Sunny,Friday
2025-06-14,Butter Croissant,63,70,8.0,0,Cloudy,Saturday
2025-06-15,Butter Croissant,50,61,8.0,0,Rainy,Sunday
2025-06-19,Butter Croissant,34,40,8.0,0,Rainy,Thursday
2025-06-20,Butter Croissant,56,69,8.0,20,Cloudy,Friday
2025-06-21,Butter Croissant,45,54,8.0,0,Rainy,Saturday
2025-06-22,Butter Croissant,61,69,8.0,0,Sunny,Sunday
2025-06-26,Butter Croissant,34,41,8.0,0,Rainy,Thursday
2025-06-27,Butter Croissant,46,55,8.0,0,Sunny,Friday
2025-06-28,Butter Croissant,68,83,8.0,0,Rainy,Saturday
2025-06-29,Butter Croissant,63,70,8.0,0,Sunny,Sunday
2025-07-03,Butter Croissant,39,46,8.0,0,Sunny,Thursday
2025-07-04,Butter Croissant,65,75,8.0,10,Cloudy,Friday
2025-07-05,Butter Croissant,56,65,8.0,0,Cloudy,Saturday
2025-07-06,Butter Croissant,56,66,8.0,0,Cloudy,Sunday
2025-07-10,Butter Croissant,41,46,8.0,0,Cloudy,Thursday
2025-07-11,Butter Croissant,50,58,8.0,0,Sunny,Friday
2025-07-12,Butter Croissant,58,67,8.0,0,Rainy,Saturday
2025-07-13,Butter Croissant,60,71,8.0,0,Cloudy,Sunday
2025-07-17,Butter Croissant,39,46,8.0,0,Sunny,Thursday
2025-07-18,Butter Croissant,45,55,8.0,0,Cloudy,Friday
2025-07-19,Butter Croissant,54,61,8.0,0,Rainy,Saturday
2025-07-20,Butter Croissant,52,58,8.0,0,Sunny,Sunday
2025-07-24,Butter Croissant,38,46,8.0,0,Sunny,Thursday
2025-07-25,Butter Croissant,55,63,8.0,0,Sunny,Friday
2025-07-26,Butter Croissant,61,74,8.0,0,Rainy,Saturday
2025-07-27,Butter Croissant,65,79,8.0,0,Cloudy,Sunday
2025-07-31,Butter Croissant,45,53,8.0,10,Cloudy,Thursday
2025-08-01,Butter Croissant,60,70,8.0,25,Cloudy,Friday
2025-08-02,Butter Croissant,56,67,8.0,0,Sunny,Saturday
2025-08-03,Butter Croissant,54,64,8.0,0,Rainy,Sunday
2025-08-07,Butter Croissant,36,40,8.0,0,Rainy,Thursday
2025-08-08,Butter Croissant,40,48,8.0,0,Rainy,Friday
2025-08-09,Butter Croissant,72,84,8.0,0,Sunny,Saturday
2025-08-10,Butter Croissant,58,68,8.0,0,Sunny,Sunday
2025-08-14,Butter Croissant,32,39,8.0,0,Sunny,Thursday
2025-08-15,Butter Croissant,46,51,8.0,0,Rainy,Friday
2025-08-16,Butter Croissant,77,92,8.0,0,Sunny,Saturday
2025-08-17,Butter Croissant,76,89,8.0,0,Sunny,Sunday
2025-08-21,Butter Croissant,42,47,8.0,0,Cloudy,Thursday
2025-08-22,Butter Croissant,50,59,8.0,0,Cloudy,Friday
2025-08-23,Butter Croissant,62,74,8.0,0,Cloudy,Saturday
2025-08-24,Butter Croissant,55,62,8.0,0,Sunny,Sunday
2025-08-28,Butter Croissant,31,37,8.0,0,Cloudy,Thursday
2025-08-29,Butter Croissant,49,60,8.0,0,Sunny,Friday
2025-08-30,Butter Croissant,58,65,8.0,0,Sunny,Saturday
2025-08-31,Butter Croissant,59,67,8.0,0,Sunny,Sunday
2025-09-04,Butter Croissant,45,54,8.0,0,Cloudy,Thursday
2025-09-05,Butter Croissant,52,61,8.0,0,Sunny,Friday
2025-09-06,Butter Croissant,62,69,8.0,0,Sunny,Saturday
2025-09-07,Butter Croissant,71,79,8.0,0,Sunny,Sunday
2025-09-11,Butter Croissant,45,50,8.0,0,Cloudy,Thursday
2025-09-12,Butter Croissant,61,68,8.0,0,Sunny,Friday
2025-09-13,Butter Croissant,81,94,8.0,0,Cloudy,Saturday
2025-09-14,Butter Croissant,56,61,8.0,0,Cloudy,Sunday
2025-09-18,Butter Croissant,30,35,8.0,0,Cloudy,Thursday
2025-09-19,Butter Croissant,52,57,8.0,0,Cloudy,Friday
2025-09-20,Butter Croissant,75,89,8.0,0,Cloudy,Saturday
2025-09-21,Butter Croissant,67,79,8.0,0,Sunny,Sunday
2025-09-25,Butter Croissant,43,49,8.0,0,Rainy,Thursday
2025-09-26,Butter Croissant,54,63,8.0,0,Sunny,Friday
2025-09-27,Butter Croissant,68,80,8.0,0,Cloudy,Saturday
2025-09-28,Butter Croissant,61,74,8.0,0,Cloudy,Sunday
2025-10-02,Butter Croissant,45,52,8.0,20,Cloudy,Thursday
2025-10-03,Butter Croissant,52,63,8.0,0,Cloudy,Friday
2025-10-04,Butter Croissant,82,99,8.0,25,Rainy,Saturday
2025-10-05,Butter Croissant,59,69,8.0,0,Sunny,Sunday
2025-10-09,Butter Croissant,38,43,8.0,0,Sunny,Thursday
2025-10-10,Butter Croissant,56,68,8.0,0,Sunny,Friday
2025-10-11,Butter Croissant,78,91,8.0,0,Sunny,Saturday
2025-10-12,Butter Croissant,84,96,8.0,20,Rainy,Sunday
2025-10-16,Butter Croissant,42,47,8.0,0,Cloudy,Thursday
2025-10-17,Butter Croissant,51,62,8.0,0,Sunny,Friday
2025-10-18,Butter Croissant,87,96,8.0,20,Rainy,Saturday
2025-10-19,Butter Croissant,77,92,8.0,0,Sunny,Sunday
2025-10-23,Butter Croissant,41,50,8.0,0,Rainy,Thursday
2025-10-24,Butter Croissant,50,56,8.0,0,Cloudy,Friday
2025-10-25,Butter Croissant,70,79,8.0,0,Sunny,Saturday
2025-10-26,Butter Croissant,85,101,8.0,25,Cloudy,Sunday
2025-10-30,Butter Croissant,35,42,8.0,0,Rainy,Thursday
2025-10-31,Butter Croissant,57,66,8.0,0,Sunny,Friday
2025-11-01,Butter Croissant,63,69,8.0,0,Sunny,Saturday
2025-11-02,Butter Croissant,53,63,8.0,0,Rainy,Sunday
2025-11-06,Butter Croissant,37,44,8.0,0,Rainy,Thursday
2025-11-07,Butter Croissant,52,58,8.0,0,Cloudy,Friday
2025-11-08,Butter Croissant,69,80,8.0,0,Rainy,Saturday
2025-11-09,Butter Croissant,71,84,8.0,0,Sunny,Sunday
2025-11-13,Butter Croissant,39,44,8.0,0,Sunny,Thursday
2025-11-14,Butter Croissant,55,62,8.0,0,Sunny,Friday
2025-11-15,Butter Croissant,61,71,8.0,0,Sunny,Saturday
2025-11-16,Butter Croissant,82,97,8.0,15,Cloudy,Sunday
2025-11-20,Butter Croissant,49,60,8.0,0,Rainy,Thursday
2025-11-21,Butter Croissant,73,83,8.0,0,Sunny,Friday
2025-11-22,Butter Croissant,67,79,8.0,0,Sunny,Saturday
2025-11-23,Butter Croissant,59,72,8.0,0,Sunny,Sunday
2025-11-27,Butter Croissant,40,45,8.0,0,Rainy,Thursday
2025-11-28,Butter Croissant,52,57,8.0,0,Cloudy,Friday
2025-11-29,Butter Croissant,89,108,8.0,25,Rainy,Saturday
2025-11-30,Butter Croissant,71,83,8.0,0,Sunny,Sunday
2025-12-04,Butter Croissant,41,45,8.0,0,Sunny,Thursday
2025-12-05,Butter Croissant,54,65,8.0,0,Sunny,Friday
2025-12-06,Butter Croissant,81,95,8.0,0,Rainy,Saturday
2025-12-07,Butter Croissant,84,102,8.0,25,Sunny,Sunday
2025-12-11,Butter Croissant,34,41,8.0,0,Sunny,Thursday
2025-12-12,Butter Croissant,56,64,8.0,0,Sunny,Friday
2025-12-13,Butter Croissant,77,91,8.0,0,Sunny,Saturday
2025-12-14,Butter Croissant,65,73,8.0,0,Sunny,Sunday
2025-12-18,Butter Croissant,42,46,8.0,0,Sunny,Thursday
2025-12-19,Butter Croissant,56,64,8.0,0,Cloudy,Friday
2025-12-20,Butter Croissant,68,77,8.0,0,Sunny,Saturday
2025-12-21,Butter Croissant,73,84,8.0,0,Sunny,Sunday
2025-12-25,Butter Croissant,55,64,8.0,0,Sunny,Thursday
2025-12-26,Butter Croissant,85,96,8.0,15,Rainy,Friday
2025-12-27,Butter Croissant,74,83,8.0,0,Cloudy,Saturday
2025-12-28,Butter Croissant,58,67,8.0,0,Sunny,Sunday
2026-01-01,Butter Croissant,33,36,8.0,0,Cloudy,Thursday
2026-01-02,Butter Croissant,50,61,8.0,0,Rainy,Friday
2026-01-03,Butter Croissant,79,93,8.0,0,Cloudy,Saturday
2026-01-04,Butter Croissant,76,92,8.0,0,Cloudy,Sunday
2026-01-08,Butter Croissant,46,51,8.0,0,Cloudy,Thursday
2026-01-09,Butter Croissant,63,73,8.0,0,Sunny,Friday
2026-01-10,Butter Croissant,83,98,8.0,0,Sunny,Saturday
2026-01-11,Butter Croissant,72,80,8.0,0,Sunny,Sunday
2026-01-15,Butter Croissant,40,45,8.0,0,Sunny,Thursday
2026-01-16,Butter Croissant,70,79,8.0,0,Sunny,Friday
2026-01-17,Butter Croissant,86,100,8.0,0,Sunny,Saturday
2026-01-18,Butter Croissant,80,91,8.0,0,Sunny,Sunday
2026-01-22,Butter Croissant,51,58,8.0,0,Sunny,Thursday
2026-01-23,Butter Croissant,55,62,8.0,0,Rainy,Friday
2026-01-24,Butter Croissant,78,93,8.0,0,Cloudy,Saturday
2026-01-25,Butter Croissant,69,76,8.0,0,Cloudy,Sunday
2026-01-29,Butter Croissant,47,56,8.0,0,Sunny,Thursday
2026-01-30,Butter Croissant,49,55,8.0,0,Sunny,Friday
2026-01-31,Butter Croissant,81,89,8.0,0,Sunny,Saturday
2026-02-01,Butter Croissant,68,79,8.0,0,Cloudy,Sunday
2026-02-05,Butter Croissant,37,44,8.0,0,Cloudy,Thursday
2026-02-06,Butter Croissant,59,65,8.0,0,Cloudy,Friday
2026-02-07,Butter Croissant,79,92,8.0,0,Cloudy,Saturday
2026-02-08,Butter Croissant,70,82,8.0,0,Sunny,Sunday
2026-02-12,Butter Croissant,70,81,8.0,0,Sunny,Thursday
2026-02-13,Butter Croissant,96,106,8.0,0,Cloudy,Friday
2026-02-14,Butter Croissant,113,133,8.0,0,Sunny,Saturday
2026-02-15,Butter Croissant,80,93,8.0,10,Cloudy,Sunday
2026-02-19,Butter Croissant,47,56,8.0,0,Sunny,Thursday
2026-02-20,Butter Croissant,58,71,8.0,0,Sunny,Friday
2026-02-21,Butter Croissant,89,101,8.0,0,Sunny,Saturday
2026-02-22,Butter Croissant,72,82,8.0,0,Cloudy,Sunday
2026-02-26,Butter Croissant,60,70,8.0,20,Cloudy,Thursday
2026-02-27,Butter Croissant,60,66,8.0,0,Sunny,Friday
2026-02-28,Butter Croissant,80,89,8.0,0,Cloudy,Saturday
2026-03-01,Butter Croissant,90,107,8.0,0,Cloudy,Sunday
2026-03-05,Butter Croissant,45,54,8.0,0,Cloudy,Thursday
2026-03-06,Butter Croissant,63,74,8.0,10,Sunny,Friday
2026-03-07,Butter Croissant,70,81,8.0,0,Sunny,Saturday
2026-03-08,Butter Croissant,69,80,8.0,0,Cloudy,Sunday
2026-03-12,Butter Croissant,43,47,8.0,0,Sunny,Thursday
2026-03-13,Butter Croissant,50,59,8.0,0,Rainy,Friday
2026-03-14,Butter Croissant,82,97,8.0,0,Sunny,Saturday
2026-03-15,Butter Croissant,65,77,8.0,0,Sunny,Sunday
2026-03-19,Butter Croissant,60,72,8.0,20,Cloudy,Thursday
2026-03-20,Butter Croissant,70,84,8.0,0,Cloudy,Friday
2026-03-21,Butter Croissant,66,80,8.0,0,Rainy,Saturday
2026-03-22,Butter Croissant,66,79,8.0,0,Sunny,Sunday
2026-03-26,Butter Croissant,33,37,8.0,0,Sunny,Thursday
2026-03-27,Butter Croissant,57,64,8.0,0,Cloudy,Friday
2026-03-28,Butter Croissant,120,135,8.0,20,Sunny,Saturday
2026-03-29,Butter Croissant,84,100,8.0,0,Cloudy,Sunday
2026-04-02,Butter Croissant,45,51,8.0,0,Cloudy,Thursday
2026-04-03,Butter Croissant,46,52,8.0,0,Rainy,Friday
2026-04-04,Butter Croissant,88,97,8.0,0,Sunny,Saturday
2026-04-05,Butter Croissant,67,74,8.0,0,Rainy,Sunday
2026-04-09,Butter Croissant,46,55,8.0,0,Sunny,Thursday
2026-04-10,Butter Croissant,65,75,8.0,0,Sunny,Friday
2026-04-11,Butter Croissant,57,68,8.0,0,Sunny,Saturday
2026-04-12,Butter Croissant,61,70,8.0,0,Cloudy,Sunday
2026-04-16,Butter Croissant,55,66,8.0,0,Sunny,Thursday
2026-04-17,Butter Croissant,67,77,8.0,15,Sunny,Friday
2026-04-18,Butter Croissant,77,94,8.0,0,Cloudy,Saturday
2026-04-19,Butter Croissant,70,85,8.0,0,Cloudy,Sunday
2026-04-23,Butter Croissant,45,55,8.0,0,Sunny,Thursday
2026-04-24,Butter Croissant,63,76,8.0,0,Cloudy,Friday
2026-04-25,Butter Croissant,76,87,8.0,0,Sunny,Saturday
2026-04-26,Butter Croissant,69,77,8.0,0,Sunny,Sunday
2026-04-30,Butter Croissant,48,55,8.0,0,Sunny,Thursday
2026-05-01,Butter Croissant,59,66,8.0,0,Rainy,Friday
2026-05-02,Butter Croissant,78,95,8.0,0,Sunny,Saturday
2026-05-03,Butter Croissant,63,77,8.0,0,Rainy,Sunday
2026-05-07,Butter Croissant,46,55,8.0,0,Sunny,Thursday
2026-05-08,Butter Croissant,74,86,8.0,15,Sunny,Friday
2026-05-09,Butter Croissant,76,88,8.0,0,Cloudy,Saturday
2026-05-10,Butter Croissant,133,157,8.0,20,Sunny,Sunday
2026-05-14,Butter Croissant,43,50,8.0,0,Rainy,Thursday
2026-05-15,Butter Croissant,60,66,8.0,0,Sunny,Friday
2026-05-16,Butter Croissant,91,101,8.0,0,Sunny,Saturday
2026-05-17,Butter Croissant,84,94,8.0,0,Sunny,Sunday
2025-01-02,Almond Croissant,28,34,10.0,20,Sunny,Thursday
2025-01-03,Almond Croissant,27,31,10.0,0,Sunny,Friday
2025-01-04,Almond Croissant,32,39,10.0,0,Rainy,Saturday
2025-01-05,Almond Croissant,39,46,10.0,0,Sunny,Sunday
2025-01-09,Almond Croissant,25,29,10.0,0,Sunny,Thursday
2025-01-10,Almond Croissant,30,34,10.0,0,Rainy,Friday
2025-01-11,Almond Croissant,46,53,10.0,0,Sunny,Saturday
2025-01-12,Almond Croissant,38,45,10.0,0,Rainy,Sunday
2025-01-16,Almond Croissant,25,28,10.0,0,Cloudy,Thursday
2025-01-17,Almond Croissant,31,36,10.0,0,Cloudy,Friday
2025-01-18,Almond Croissant,51,56,10.0,0,Sunny,Saturday
2025-01-19,Almond Croissant,41,46,10.0,0,Sunny,Sunday
2025-01-23,Almond Croissant,23,26,10.0,0,Sunny,Thursday
2025-01-24,Almond Croissant,27,30,10.0,0,Rainy,Friday
2025-01-25,Almond Croissant,46,55,10.0,0,Sunny,Saturday
2025-01-26,Almond Croissant,43,50,10.0,0,Sunny,Sunday
2025-01-30,Almond Croissant,28,33,10.0,0,Cloudy,Thursday
2025-01-31,Almond Croissant,30,36,10.0,0,Sunny,Friday
2025-02-01,Almond Croissant,40,45,10.0,0,Cloudy,Saturday
2025-02-02,Almond Croissant,35,40,10.0,0,Rainy,Sunday
2025-02-06,Almond Croissant,21,24,10.0,0,Sunny,Thursday
2025-02-07,Almond Croissant,26,30,10.0,0,Sunny,Friday
2025-02-08,Almond Croissant,40,47,10.0,0,Sunny,Saturday
2025-02-09,Almond Croissant,35,41,10.0,10,Cloudy,Sunday
2025-02-13,Almond Croissant,37,45,10.0,15,Sunny,Thursday
2025-02-14,Almond Croissant,36,40,10.0,0,Rainy,Friday
2025-02-15,Almond Croissant,37,43,10.0,0,Sunny,Saturday
2025-02-16,Almond Croissant,43,52,10.0,0,Sunny,Sunday
2025-02-20,Almond Croissant,42,50,10.0,25,Sunny,Thursday
2025-02-21,Almond Croissant,32,39,10.0,0,Cloudy,Friday
2025-02-22,Almond Croissant,34,40,10.0,0,Rainy,Saturday
2025-02-23,Almond Croissant,48,58,10.0,25,Cloudy,Sunday
2025-02-27,Almond Croissant,20,23,10.0,0,Cloudy,Thursday
2025-02-28,Almond Croissant,30,36,10.0,0,Sunny,Friday
2025-03-01,Almond Croissant,56,66,10.0,15,Sunny,Saturday
2025-03-02,Almond Croissant,40,44,10.0,0,Sunny,Sunday
2025-03-06,Almond Croissant,16,19,10.0,0,Cloudy,Thursday
2025-03-07,Almond Croissant,26,31,10.0,0,Sunny,Friday
2025-03-08,Almond Croissant,54,63,10.0,10,Sunny,Saturday
2025-03-09,Almond Croissant,39,47,10.0,0,Sunny,Sunday
2025-03-13,Almond Croissant,23,27,10.0,25,Rainy,Thursday
2025-03-14,Almond Croissant,29,34,10.0,0,Sunny,Friday
2025-03-15,Almond Croissant,43,50,10.0,0,Sunny,Saturday
2025-03-16,Almond Croissant,40,45,10.0,0,Sunny,Sunday
2025-03-20,Almond Croissant,22,25,10.0,0,Sunny,Thursday
2025-03-21,Almond Croissant,34,39,10.0,10,Sunny,Friday
2025-03-22,Almond Croissant,41,46,10.0,0,Cloudy,Saturday
2025-03-23,Almond Croissant,41,46,10.0,0,Cloudy,Sunday
2025-03-27,Almond Croissant,21,25,10.0,0,Rainy,Thursday
2025-03-28,Almond Croissant,35,39,10.0,0,Sunny,Friday
2025-03-29,Almond Croissant,74,87,10.0,20,Sunny,Saturday
2025-03-30,Almond Croissant,45,51,10.0,15,Rainy,Sunday
2025-04-03,Almond Croissant,26,30,10.0,0,Sunny,Thursday
2025-04-04,Almond Croissant,30,36,10.0,0,Sunny,Friday
2025-04-05,Almond Croissant,52,60,10.0,0,Sunny,Saturday
2025-04-06,Almond Croissant,46,51,10.0,0,Cloudy,Sunday
2025-04-10,Almond Croissant,27,32,10.0,0,Rainy,Thursday
2025-04-11,Almond Croissant,31,36,10.0,0,Sunny,Friday
2025-04-12,Almond Croissant,45,54,10.0,0,Sunny,Saturday
2025-04-13,Almond Croissant,38,44,10.0,0,Cloudy,Sunday
2025-04-17,Almond Croissant,25,29,10.0,0,Cloudy,Thursday
2025-04-18,Almond Croissant,37,44,10.0,20,Cloudy,Friday
2025-04-19,Almond Croissant,42,49,10.0,0,Cloudy,Saturday
2025-04-20,Almond Croissant,39,44,10.0,0,Sunny,Sunday
2025-04-24,Almond Croissant,18,20,10.0,0,Rainy,Thursday
2025-04-25,Almond Croissant,26,31,10.0,0,Cloudy,Friday
2025-04-26,Almond Croissant,40,46,10.0,0,Sunny,Saturday
2025-04-27,Almond Croissant,34,40,10.0,0,Rainy,Sunday
2025-05-01,Almond Croissant,26,31,10.0,0,Sunny,Thursday
2025-05-02,Almond Croissant,31,36,10.0,0,Sunny,Friday
2025-05-03,Almond Croissant,42,51,10.0,0,Cloudy,Saturday
2025-05-04,Almond Croissant,44,49,10.0,0,Sunny,Sunday
2025-05-08,Almond Croissant,31,38,10.0,0,Sunny,Thursday
2025-05-09,Almond Croissant,33,39,10.0,0,Sunny,Friday
2025-05-10,Almond Croissant,48,57,10.0,0,Sunny,Saturday
2025-05-11,Almond Croissant,51,62,10.0,0,Cloudy,Sunday
2025-05-15,Almond Croissant,24,27,10.0,0,Sunny,Thursday
2025-05-16,Almond Croissant,46,53,10.0,0,Sunny,Friday
